id,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price
922,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,3640000
486,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,2870000
529,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,2275000
237,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,4620000
189,3540,2,1,1,no,yes,yes,no,no,0,no,semi-furnished,5040000
166,7800,3,1,1,yes,no,yes,no,yes,2,yes,unfurnished,5320000
622,6500,3,2,3,yes,no,no,no,yes,0,yes,furnished,6650000
439,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,3255000
907,4050,2,1,1,yes,no,no,no,no,0,no,furnished,3710000
359,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,3710000
1087,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,1750000
769,10240,2,1,1,yes,no,no,no,yes,2,yes,unfurnished,4760000
810,2880,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,4403000
41,6360,3,2,4,yes,no,no,no,yes,0,yes,furnished,7840000
543,2910,3,1,1,no,no,no,no,no,0,no,furnished,1750000
886,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,3850000
759,4350,2,1,1,yes,no,yes,no,no,0,no,unfurnished,4865000
422,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,3360000
586,6360,3,2,4,yes,no,no,no,yes,0,yes,furnished,7840000
373,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,3640000
435,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3290000
139,6360,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,5740000
7,16200,5,3,2,yes,no,no,no,no,0,no,unfurnished,10150000
33,5960,3,3,2,yes,yes,yes,no,no,1,no,unfurnished,8190000
946,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,3500000
727,3410,3,1,2,no,no,no,no,yes,0,no,semi-furnished,5145000
685,5800,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5740000
746,4095,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished,4900000
797,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4515000
544,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,1750000
348,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,3815000
203,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4900000
568,4560,3,2,2,yes,yes,yes,no,yes,1,no,furnished,8645000
1009,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
12,6550,4,2,2,yes,no,no,no,yes,1,yes,semi-furnished,9310000
1023,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,2940000
827,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,4270000
335,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,3920000
717,8400,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished,5250000
624,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,6650000
975,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,3290000
643,6600,3,2,3,yes,no,no,no,yes,0,yes,unfurnished,6293000
1008,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,3080000
219,7000,3,1,2,yes,no,yes,no,no,0,no,unfurnished,4795000
832,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,4200000
748,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished,4900000
331,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,3920000
903,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3745000
989,3120,3,1,2,no,no,no,no,no,0,no,furnished,3220000
34,6840,5,1,2,yes,yes,yes,no,yes,1,no,furnished,8120000
79,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished,6650000
393,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,3500000
789,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,4550000
192,6600,3,1,1,yes,yes,yes,no,no,0,yes,furnished,5040000
915,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,3640000
256,4000,3,1,2,yes,no,no,no,no,2,no,furnished,4480000
699,3650,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5530000
211,12900,3,1,1,yes,no,no,no,no,2,no,furnished,4900000
466,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,3010000
165,6450,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished,5383000
559,7800,3,2,2,yes,no,no,no,no,0,yes,semi-furnished,9240000
639,6000,4,2,4,yes,no,no,no,no,1,no,semi-furnished,6300000
522,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
462,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3080000
1048,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2660000
556,6000,4,3,2,yes,yes,yes,yes,no,2,no,semi-furnished,9681000
226,5170,3,1,4,yes,no,no,no,yes,0,no,semi-furnished,4690000
854,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4130000
409,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,3430000
69,12090,4,2,2,yes,no,no,no,no,2,yes,furnished,6790000
863,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,4060000
542,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,1750000
94,6000,4,2,4,yes,no,no,no,no,1,no,semi-furnished,6300000
230,5400,2,1,2,yes,no,no,no,no,0,yes,semi-furnished,4690000
590,6000,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,7560000
840,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,4200000
853,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4165000
233,4160,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished,4620000
143,4800,5,2,3,no,no,yes,yes,no,0,no,unfurnished,5600000
885,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,3850000
403,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
464,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,3080000
677,5200,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,5810000
757,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,4893000
519,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,2450000
158,7980,3,1,1,yes,no,no,no,no,2,no,semi-furnished,5495000
753,2970,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4900000
726,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished,5215000
250,3510,3,1,3,yes,no,no,no,no,0,no,semi-furnished,4515000
955,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
1082,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,1890000
315,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,4095000
365,5450,2,1,1,yes,no,no,no,no,0,no,furnished,3703000
215,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished,4830000
454,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,3143000
959,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3423000
909,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,3703000
899,8400,2,1,1,yes,no,no,no,no,1,no,furnished,3780000
448,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,3150000
807,3750,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4445000
483,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished,2940000
953,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
1026,2700,2,1,1,no,no,no,no,no,0,no,furnished,2940000
661,6900,3,2,1,yes,yes,yes,no,no,0,yes,unfurnished,6020000
906,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
227,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished,4690000
1055,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
856,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,4123000
325,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4007500
1069,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,2380000
1013,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3010000
647,5500,3,2,4,yes,yes,no,no,yes,1,no,semi-furnished,6195000
660,8000,3,1,1,yes,yes,yes,no,yes,2,yes,semi-furnished,6020000
364,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,3703000
210,4646,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished,4900000
528,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,2275000
458,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,3115000
707,6600,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished,5460000
134,7000,3,1,1,yes,no,yes,no,no,2,yes,semi-furnished,5803000
962,3640,2,1,1,yes,no,no,no,no,0,no,furnished,3395000
771,5170,3,1,4,yes,no,no,no,yes,0,no,semi-furnished,4690000
204,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4900000
831,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,4235000
600,6000,3,1,2,yes,no,no,no,yes,1,no,unfurnished,7350000
276,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,4305000
943,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
626,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,6615000
2,9960,3,2,2,yes,no,yes,no,no,2,yes,semi-furnished,12250000
650,4500,3,1,4,yes,no,no,no,yes,0,no,unfurnished,6160000
405,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,3465000
1072,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,2275000
324,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,4007500
578,5960,3,3,2,yes,yes,yes,no,no,1,no,unfurnished,8190000
812,4920,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4403000
1054,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,2590000
101,5500,3,1,3,yes,no,no,no,no,1,yes,unfurnished,6230000
818,3500,4,1,2,yes,no,no,no,no,2,no,furnished,4340000
168,4260,4,1,2,yes,no,yes,no,yes,0,no,furnished,5250000
681,5400,4,2,2,yes,no,no,no,yes,2,no,unfurnished,5740000
698,3300,3,3,2,yes,no,yes,no,no,0,no,semi-furnished,5530000
1066,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,2408000
48,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished,7455000
309,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,4130000
971,2700,3,1,1,no,no,no,no,no,0,no,furnished,3353000
470,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,3010000
414,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,3423000
998,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,3150000
900,8250,3,1,1,yes,no,no,no,no,2,no,furnished,3773000
902,6930,4,1,2,no,no,no,no,no,1,no,furnished,3773000
351,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3780000
6,8580,4,3,4,yes,no,no,no,yes,2,yes,semi-furnished,10150000
700,6100,3,2,1,yes,no,yes,no,no,2,yes,furnished,5530000
473,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,3003000
262,3750,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,4445000
939,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,3500000
800,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished,4480000
214,4350,2,1,1,yes,no,yes,no,no,0,no,unfurnished,4865000
354,8400,2,1,1,yes,no,no,no,no,1,no,furnished,3780000
988,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,3220000
412,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
441,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,3220000
431,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,3290000
964,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,3360000
552,16200,5,3,2,yes,no,no,no,no,0,no,unfurnished,10150000
694,6600,4,2,1,yes,no,yes,no,no,0,yes,semi-furnished,5600000
358,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,3745000
670,15600,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,5943000
438,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,3255000
471,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,3010000
503,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,2660000
261,3510,3,1,2,yes,no,no,no,no,0,no,semi-furnished,4473000
71,6000,4,2,4,yes,no,no,no,yes,0,no,unfurnished,6755000
394,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,3500000
140,5800,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5740000
326,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,3990000
999,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,3143000
658,9620,3,1,1,yes,no,yes,no,no,2,yes,furnished,6083000
1015,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,3010000
860,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,4095000
692,5500,3,2,2,yes,no,no,no,no,1,no,semi-furnished,5600000
948,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,3500000
23,4560,3,2,2,yes,yes,yes,no,yes,1,no,furnished,8645000
303,4500,3,1,1,yes,no,yes,no,no,0,no,furnished,4200000
547,9960,3,2,2,yes,no,yes,no,no,2,yes,semi-furnished,12250000
164,6710,3,2,2,yes,yes,yes,no,no,1,yes,furnished,5390000
194,8150,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished,5005000
1053,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,2590000
494,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,2730000
735,7600,4,1,2,yes,no,no,no,yes,2,no,furnished,5040000
70,4000,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,6790000
865,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,4060000
151,4400,4,1,2,yes,no,no,no,yes,2,yes,semi-furnished,5565000
655,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,6090000
341,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,3850000
936,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3500000
415,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,3395000
37,9000,4,2,4,yes,no,no,no,yes,2,no,furnished,7980000
322,3460,3,2,1,yes,no,yes,no,yes,1,no,furnished,4025000
196,7686,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished,4970000
130,4800,3,1,1,yes,yes,yes,no,no,0,no,unfurnished,5866000
411,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,3430000
39,6000,4,2,4,yes,no,no,no,yes,1,no,semi-furnished,7910000
572,8875,3,1,1,yes,no,no,no,no,1,no,semi-furnished,8400000
328,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,3990000
654,6615,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished,6090000
21,7155,3,2,1,yes,yes,yes,no,yes,2,no,unfurnished,8680000
389,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,3500000
498,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,2660000
368,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,3675000
424,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,3360000
1067,2475,3,1,2,yes,no,no,no,no,0,no,furnished,2380000
958,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
334,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,3920000
4,7420,4,1,2,yes,yes,yes,no,yes,2,no,furnished,11410000
489,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,2835000
108,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished,6107500
302,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,4200000
154,3650,3,2,2,yes,no,no,no,no,2,no,semi-furnished,5530000
1018,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,3003000
803,4040,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4480000
84,3760,3,1,2,yes,no,no,yes,no,2,no,semi-furnished,6510000
92,4800,3,2,4,yes,yes,no,no,yes,0,no,furnished,6405000
963,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,3360000
29,5500,4,2,2,yes,no,yes,no,yes,1,yes,semi-furnished,8400000
451,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3150000
1056,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,2520000
367,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished,3675000
377,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,3640000
3,7500,4,2,2,yes,no,yes,no,yes,3,yes,furnished,12215000
468,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3010000
705,6210,4,1,4,yes,yes,no,no,yes,0,no,furnished,5460000
941,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,3500000
444,3120,3,1,2,no,no,no,no,no,0,no,furnished,3220000
66,13200,2,1,1,yes,no,yes,yes,no,1,no,furnished,6930000
352,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,3780000
978,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,3290000
738,4800,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,5033000
889,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3850000
516,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,2450000
54,6000,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished,7350000
213,4995,4,2,1,yes,no,yes,no,no,0,no,semi-furnished,4893000
342,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,3850000
535,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,2100000
974,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,3325000
793,4100,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished,4543000
225,6440,2,1,1,yes,no,no,no,yes,3,no,semi-furnished,4753000
824,6360,2,1,1,yes,no,no,no,no,0,no,furnished,4270000
990,3450,1,1,1,yes,no,no,no,no,0,no,furnished,3150000
222,9166,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished,4760000
217,6862,3,1,2,yes,no,no,no,yes,2,yes,furnished,4830000
814,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,4375000
1062,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,2450000
720,9800,4,2,2,yes,yes,no,no,no,2,no,semi-furnished,5250000
1070,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,2345000
657,4300,6,2,2,yes,no,no,no,no,0,no,furnished,6083000
534,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
1064,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,2450000
103,6350,3,2,3,yes,yes,no,no,yes,0,no,furnished,6195000
562,8500,3,2,4,yes,no,no,no,yes,2,no,furnished,8960000
630,8250,3,2,3,yes,no,no,no,yes,0,no,furnished,6510000
976,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,3290000
371,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3640000
197,2800,3,2,2,no,no,yes,no,yes,1,no,semi-furnished,4956000
598,5150,3,2,4,yes,no,no,no,yes,2,no,semi-furnished,7350000
340,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,3850000
288,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
916,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,3640000
1085,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,1820000
644,6000,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished,6265000
290,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,4200000
603,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,7210000
35,7000,3,2,4,yes,no,no,no,yes,2,no,furnished,8080940
437,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,3290000
43,6000,4,2,4,yes,no,no,no,no,2,no,semi-furnished,7700000
206,5800,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished,4900000
767,9166,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished,4760000
499,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,2660000
838,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,4200000
502,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
241,3760,3,1,1,yes,no,no,no,no,2,no,semi-furnished,4550000
662,3700,4,1,2,yes,yes,no,no,yes,0,no,furnished,5950000
283,4360,4,1,2,yes,no,no,no,no,0,no,furnished,4270000
485,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,2870000
297,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,4200000
791,3520,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,4550000
628,6000,3,2,4,yes,no,no,no,yes,0,no,semi-furnished,6580000
737,6600,3,1,1,yes,yes,yes,no,no,0,yes,furnished,5040000
98,6600,3,2,3,yes,no,no,no,yes,0,yes,unfurnished,6293000
281,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,4270000
729,3000,3,2,2,yes,yes,yes,no,no,0,no,furnished,5110000
205,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,4900000
938,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,3500000
703,7980,3,1,1,yes,no,no,no,no,2,no,semi-furnished,5495000
652,6420,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,6125000
380,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3605000
957,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,3430000
718,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,5250000
612,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished,6895000
540,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,1820000
825,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,4270000
708,6825,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished,5425000
1078,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,2100000
86,6670,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,6510000
1075,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,2240000
461,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,3080000
935,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,3500000
960,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,3395000
1034,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,2835000
970,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,3360000
987,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,3220000
627,10500,3,2,1,yes,no,yes,no,yes,1,yes,furnished,6615000
171,10269,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,5250000
996,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3150000
406,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,3465000
781,2870,2,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,4620000
898,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,3780000
382,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,3570000
594,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,7420000
49,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,7420000
817,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4340000
514,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,2485000
768,6321,3,1,2,yes,no,yes,no,yes,1,no,furnished,4760000
177,6050,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished,5243000
778,4160,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished,4620000
539,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,1855000
592,6600,3,1,4,yes,no,no,no,yes,3,yes,furnished,7490000
719,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,5250000
370,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,3640000
251,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,4515000
345,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,3850000
837,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished,4200000
1021,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,2940000
636,6750,2,1,1,yes,yes,yes,no,no,2,yes,furnished,6419000
680,6000,3,2,4,yes,no,no,no,yes,0,no,unfurnished,5775000
59,6000,3,2,4,yes,yes,no,no,yes,1,no,furnished,7210000
254,4510,4,1,2,yes,no,no,no,yes,2,no,semi-furnished,4480000
417,3640,2,1,1,yes,no,no,no,no,0,no,furnished,3395000
126,7160,3,1,1,yes,no,yes,no,no,2,yes,unfurnished,5880000
291,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,4200000
914,3600,2,1,1,yes,no,no,no,no,0,no,furnished,3675000
159,3150,3,2,1,yes,yes,yes,no,yes,0,no,furnished,5460000
721,8520,3,1,1,yes,no,no,no,yes,2,no,furnished,5250000
725,4500,4,2,1,no,no,yes,no,yes,2,no,semi-furnished,5215000
212,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,4893000
40,6550,3,1,2,yes,no,yes,no,yes,0,yes,furnished,7875000
149,6600,4,2,1,yes,no,yes,no,no,0,yes,semi-furnished,5600000
589,6000,4,2,4,yes,no,no,no,yes,1,no,furnished,7560000
783,4510,4,2,2,yes,no,yes,no,no,0,no,semi-furnished,4613000
271,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,4340000
530,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,2240000
527,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,2275000
295,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,4200000
453,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,3150000
162,6600,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished,5460000
28,7950,5,2,2,yes,no,yes,yes,no,2,no,unfurnished,8400000
169,6540,4,2,2,no,no,no,no,yes,0,no,semi-furnished,5250000
306,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,4165000
89,8580,5,3,2,yes,no,no,no,no,2,no,furnished,6440000
395,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,3500000
497,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,2660000
360,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,3710000
901,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,3773000
983,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,3255000
339,3180,4,2,2,yes,no,no,no,no,0,no,furnished,3885000
830,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,4235000
504,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,2653000
518,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,2450000
538,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,1890000
310,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,4130000
289,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,4200000
408,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,3430000
433,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,3290000
275,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,4319000
981,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,3290000
760,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished,4830000
1047,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,2660000
573,7950,5,2,2,yes,no,yes,yes,no,2,no,unfurnished,8400000
